screen_name,created_at,text,retweet_count,favorite_count,in_reply_to_screen_name,retweeted_status_screen_name,user_description,source,lang,id
jairbolsonaro,2019-02-13T00:22:08Z,👍🏻 https://t.co/juWK4jR3Hd,3286,22527,,,"Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷",Twitter for iPhone,,1095478191614029825
jairbolsonaro,2019-02-12T22:25:55Z,"RT @MEC_Comunicacao: Enquanto a Fundação Joaquim Nabuco investe em pesquisa, a Superintendência do Desenvolvimento do Nordeste entra na formatação da política para o desenvolvimento regional. Um terceiro parceiro deverá ser o Banco do Nordeste. Saiba mais: https://t.co/0e2dlN4CPC https://t.co/0e59EjqY2h",431,0,,MEC_Comunicacao,"Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷",Twitter for iPhone,pt,1095448944761597952
jairbolsonaro,2019-02-12T22:24:24Z,"RT @ppinvestimentos: O Secretário de Coordenação de energia e aeroportos do #PPI, Pedro Bruno Barros de Souza, falará sobre o que está por vir no setor de energia durante o seminário “A revolução energética do sistema elétrico brasileiro”. https://t.co/fjQBPb8jp7",479,0,,ppinvestimentos,"Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷",Twitter for iPhone,pt,1095448564791214082
jairbolsonaro,2019-02-12T22:24:03Z,"RT @portosdobrasil: #MovimentaçãoPortuária | Em 2018, os portos públicos movimentaram 374 milhões de toneladas, um aumento de 2,6% em comparação com 2017. Já os terminais privados foram responsáveis por movimentar 743 milhões no ano passado, um crescimento de 2,8% na comparação com 2017. 🏗📦 https://t.co/9u1BLAJDGw",347,0,,portosdobrasil,"Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷",Twitter for iPhone,pt,1095448474563289095
jairbolsonaro,2019-02-12T21:30:28Z,"Por favor GloboNews, sejamos honestos: O STF SUSPENDEU os processos que sou réu por ter RESPONDIDO A UMA OFENSA, pois esta previsto em lei em caso de assumir a Presidência, voltando a pauta quando deixar o cargo, não porque sou eu! Não sejam desonestos com seus telespectadores!",13851,83992,,,"Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷",Twitter for iPhone,pt,1095434988722577408
jairbolsonaro,2019-02-12T17:27:00Z,"RT @planalto: Levantamento do @ibgecomunica projeta uma safra de grãos 1,9% maior neste ano em comparação com o ano passado. A expectativa do órgão é que a colheita de grãos seja a segunda maior da história, com a produção de 230,7 milhões de toneladas. Confira: https://t.co/jNsYUCJCTO https://t.co/iphTI3xeSZ",663,0,,planalto,"Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷",Twitter for iPhone,pt,1095373718501687296
jairbolsonaro,2019-02-12T17:17:32Z,https://t.co/DQeYyFORc1,2493,18298,,,"Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷",Twitter for iPhone,,1095371337764356096
jairbolsonaro,2019-02-12T14:53:08Z,"Difícil não se afetar diante de tantas tragédias seguidas em tão pouco tempo, mas não devemos de maneira alguma perder nossa fé e esperança. Faz parte de nossa identidade. Somos um povo que supera as dificuldades. Unidos, superaremos todas. Eu acredito no Brasil!",7598,64651,,,"Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷",Twitter for iPhone,pt,1095334996762447872
jairbolsonaro,2019-02-12T10:10:03Z,A inserção social de deficientes através do esporte é mais uma das frentes de investimento do novo Brasil que almejamos. Via @Caixa https://t.co/iNWZ1QsJBK,3035,26965,,,"Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷",Twitter for iPhone,pt,1095263756295258112
jairbolsonaro,2019-02-12T00:20:04Z,"@RoYamasaki Muito bem, Rodrigo. Em breve em Brasília. Um forte abraço!",91,1901,RoYamasaki,,"Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷",Twitter for iPhone,pt,1095115282794889217
jairbolsonaro,2019-02-11T23:44:13Z,Muito obrigado pela consideração e confiança! https://t.co/mHYpovlwIe,4528,39046,,,"Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷",Twitter for iPhone,pt,1095106259760672769
jairbolsonaro,2019-02-11T23:35:22Z,"RT @planalto: General Rêgo Barros: O ministro do @MinCidadania, @OsmarTerra , está discutindo nesta tarde algumas medidas de prevenção a incidentes como o incêndio que ocorreu no Centro de Treinamento do Flamengo. A proposta é orientar, fiscalizar e prevenir eventos como esse.",500,0,,planalto,"Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷",Twitter for iPhone,pt,1095104035563204608
jairbolsonaro,2019-02-11T23:35:07Z,"RT @ItamaratyGovBr: O Ministro @ernestofaraujo reuniu-se hoje no @ItamaratyGovBr c/ María Teresa Belandria, representante para o Brasil designada pelo presidente encarregado da Venezuela, @jguaido, para discutir a ajuda humanitária para a população venezuelana. https://t.co/zaGGyYHGu0",792,0,,ItamaratyGovBr,"Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷",Twitter for iPhone,pt,1095103969918152704
jairbolsonaro,2019-02-11T23:34:49Z,RT @planalto: O @Minas_Energia encaminhou à Agência Nacional de Mineração (ANM) sugestões de novos critérios para aperfeiçoar o sistema de controle e fiscalização de segurança de barragens. https://t.co/apCdEmvlKo,493,0,,planalto,"Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷",Twitter for iPhone,pt,1095103895968329728
jairbolsonaro,2019-02-11T23:33:03Z,👍🏻 https://t.co/543uOypSil,940,9811,,,"Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷",Twitter for iPhone,,1095103449967013889
jairbolsonaro,2019-02-11T21:43:25Z,Despachando documentos com Pedro César Sousa - Chefe do Gabinete Pessoal e Célio Faria - Assessor-Chefe da Assessoria Especial da Presidência da República. Vamos adiante! https://t.co/28Fcv0vGb0,1997,19071,,,"Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷",Twitter for iPhone,pt,1095075859340374016
jairbolsonaro,2019-02-11T19:27:10Z,Mais uma canalhice do @radaronline : https://t.co/IYztv6oZ6z,3428,19535,,,"Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷",Twitter for iPhone,pt,1095041573442736128
jairbolsonaro,2019-02-11T16:13:57Z,"É com pesar que recebo a triste notícia do falecimento do jornalista Ricardo Boechat, que estava no helicóptero que caiu hoje em SP. Minha solidariedade à família do profissional e colega que sempre tive muito respeito, bem como do piloto. Que Deus console a todos!",9768,104473,,,"Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷",Twitter for iPhone,pt,1094992949010669580
jairbolsonaro,2019-02-11T15:10:44Z,"RT @bernardopkuster: Gabinete de Segurança Institucional desmente narrativa do Estadão. E, sim, a preocupação com aspectos do Sínodo é legítima e provarei isto. https://t.co/NTsp51GfY6",1453,0,,bernardopkuster,"Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷",Twitter for iPhone,pt,1094977039122288641
jairbolsonaro,2019-02-11T13:28:58Z,Hoje pela manhã. Mais um início de semana. Vamos à luta! 🇧🇷! Um bom dia a todos! https://t.co/nIfsTznc5f,3679,49785,,,"Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷",Twitter for iPhone,pt,1094951429461237761
jairbolsonaro,2019-02-11T12:29:20Z,"Levantamento da FGV aponta que o Brasil é o país que apresentou maior melhora do clima econômico na América Latina. Saímos de -33,9 em Outubro de 2018 para +3,6 em Janeiro de 2019, um aumento de 240%. Queremos e podemos ainda mais! 🇧🇷🇧🇷🇧🇷 https://t.co/sttK4yZGWj",4463,26271,,,"Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷",Twitter for iPhone,pt,1094936421985599489
jairbolsonaro,2019-02-11T09:11:07Z,"Nos primeiros dias de governo, importantes projetos de saúde e habitação para os mais necessitados, desta vez no estado do Acre, são prioridade, incluindo socialmente dezenas de milhares de brasileiros. https://t.co/PBjB9Ac47p",3804,26985,,,"Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷",Twitter for iPhone,pt,1094886539086184448
jairbolsonaro,2019-02-10T22:51:24Z,"Grupos estão torcendo contra por paixão ideológica, mas não adianta: juntos, nós vamos resgatar o nosso Brasil e o orgulho dos brasileiros! https://t.co/RbvbHacZcw",4981,37015,,,"Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷",Twitter for iPhone,pt,1094730583962501120
jairbolsonaro,2019-02-10T22:24:52Z,"RT @CarlosBolsonaro: Enquanto governadores, deputados federais e judiciário não entenderem que é necessário a mudança na legislação, o agente de segurança pública continuará sendo tratado como papel higiênico para que seus “representantes” continuem mirabolando em seus gabinetes perfumados. https://t.co/xHbLDByb8K",2984,0,,CarlosBolsonaro,"Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷",Twitter for iPhone,pt,1094723905653297152
jairbolsonaro,2019-02-10T22:14:04Z,"RT @BolsonaroSP: Quando fala em secretaria de alfabetização ainda lembro do André Lázaro, que foi quem comandou essa pasta e queria colocar o filme ""beijo lésbico"" para passar para a criançada. Como pode tanta maldade e insensibilidade?!
https://t.co/N0OJjy9kcu https://t.co/v6kRtiEEyk",971,0,,BolsonaroSP,"Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷",Twitter for iPhone,pt,1094721185470996486
jairbolsonaro,2019-02-10T16:54:33Z,Um bom domingo a todos! 🇧🇷👍🏻 https://t.co/3AO6csbeIb,7699,59583,,,"Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷",Twitter for iPhone,pt,1094640777282637825
jairbolsonaro,2019-02-10T14:25:44Z,"Confiabilidade da indústria e comércio crescem em 2019, aquecendo a economia e gerando empregos. Com as implementações dos estudos da Secretaria Geral Adjunta de Desburocratização, Gestão e Governo Digital ligada ao Ministério da Economia, tudo vai melhorar muito mais. https://t.co/TFWXu47YOS",4986,31638,,,"Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷",Twitter for iPhone,pt,1094603327550169090
jairbolsonaro,2019-02-09T21:50:05Z,"Um forte abraço e bom trabalho, Ministro. https://t.co/oBpgEGpFeF",3520,37482,,,"Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷",Twitter for iPhone,pt,1094352762706509824
jairbolsonaro,2019-02-09T20:38:50Z,"RT @Conservador_MG: Mudanças Lei Rouanet: o teto p/ 1 único projeto será de R$ 10 milhões e não mais R$ 60 milhões , Caixa, BB, Petrobrás e BNDES  vão patrocinar projetos com artistas desconhecidos - e não famosos - escolha em coordenação com o Ministério da Cidadania. E mais no vídeo abaixo. https://t.co/JxgxAcYE3H",6067,0,,Conservador_MG,"Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷",Twitter for iPhone,pt,1094334834195992576
jairbolsonaro,2019-02-09T20:19:50Z,"RT @planalto: .@marmilbr estima 15 mil atendimentos médicos a ribeirinhos no Acre. Um navio-hospital vai realizar exames laboratoriais, dermatológicos e radiológicos em cinco cidades atingidas pela cheia do Rio Juruá. Leia mais: https://t.co/0yQOrrUige https://t.co/YPO59FzrvQ",1241,0,,planalto,"Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷",Twitter for iPhone,pt,1094330050088980480
jairbolsonaro,2019-02-09T15:39:26Z,👍🏻👉🏻👉🏻 https://t.co/3MpMgFn96J,4031,39800,,,"Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷",Twitter for iPhone,,1094259486741749760
jairbolsonaro,2019-02-09T14:20:33Z,Tenho a satisfação de anunciar o General de Exército Jesus Corrêa como novo Presidente do Instituto Nacional de Colonização e Reforma Agrária (INCRA). 🇧🇷,5940,52770,,,"Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷",Twitter for iPhone,pt,1094239634576625664
jairbolsonaro,2019-02-09T12:37:07Z,"Um abraço a todos os brasileiros, ministros, integrantes do governo, Comandantes de Força, ...Amanhã nos orgulharemos do que estamos fazendo hoje pelo nosso país. https://t.co/kRuUhwqYTu",6826,53843,,,"Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷",Twitter for iPhone,pt,1094213606374367232
jairbolsonaro,2019-02-09T09:34:22Z,https://t.co/c7XoOohHhK,1918,15203,jairbolsonaro,,"Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷",Twitter for iPhone,,1094167614128115712
jairbolsonaro,2019-02-09T08:36:36Z,@IMiquilini Bom Dia! Muito obrigado pela consideração. Um ótimo sábado para a senhora e um forte abraço!,63,2103,IMiquilini,,"Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷",Twitter for iPhone,pt,1094153074510360576
jairbolsonaro,2019-02-09T08:35:23Z,@Pedro_Medeirosx 👍,34,1424,,,"Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷",Twitter for iPhone,,1094152770775584768
jairbolsonaro,2019-02-09T08:28:52Z,Desburocratização e Economia: https://t.co/nfN6dHpmdd,5507,35362,,,"Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷",Twitter for iPhone,pt,1094151131708702721
jairbolsonaro,2019-02-08T23:04:56Z,"REGIÃO AMAZÔNICA: a @Caixa aumentará o número de embarcações-serviço levando desenvolvimento social aos rincões do Brasil. A integração com outros Ministérios, como o @DefesaGovBr é prioritário para que neste segundo mês de governo possamos ir mais longe. https://t.co/BNKBMIE5q3",2670,19460,,,"Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷",Twitter for iPhone,pt,1094009211556687875
jairbolsonaro,2019-02-08T19:45:27Z,"Sem sonda, alimentado, em recuperação plena, necessária e sem distorções. Agora despachando com o Ministro da Infraestrutura Tarcísio Gomes e com o Subchefe de Assuntos Jurídicos, Jorge Francisco de Oliveira. O Brasil não pode parar! 👉🏻👉🏻 https://t.co/scevsuFbFw",6511,58818,,,"Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷",Twitter for iPhone,pt,1093959011655974912
jairbolsonaro,2019-02-08T13:43:38Z,"Nas últimas horas tive o prazer de voltar a comer. Ontem pela noite um caldo de carne e hoje uma boa gelatina. Estou feliz, apesar de não ser aquele pão com leite condensado kkkk. Bom dia a todos! 👍🇧🇷 https://t.co/VqFc7YYfR2",8992,100975,,,"Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷",Twitter for iPhone,pt,1093867957766291457
jairbolsonaro,2019-02-08T13:01:26Z,"Nota da Presidência da República, via Secretaria Especial de Comunicação, sobre o incêndio no Ninho do Urubu. Que Deus conforte seus familiares! https://t.co/plnqfb61WZ",5814,38684,,,"Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷",Twitter for iPhone,pt,1093857337620811778
jairbolsonaro,2019-02-07T22:54:39Z,👍🏻 https://t.co/exsZZnS9dK,2275,20710,,,"Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷",Twitter for iPhone,,1093644236908564480
jairbolsonaro,2019-02-07T22:53:29Z,"Governos passados visavam “negócios” somente pelo lado ideológico, quase destruindo o Brasil. Pela manutenção no poder usavam o dinheiro público patrocinando governos companheiros de formas desinteressantes para nosso país. Sem este viés estamos mudando a direção da nação! https://t.co/dhxMphcYJj",4069,26361,,,"Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷",Twitter for iPhone,pt,1093643941071720455
jairbolsonaro,2019-02-07T22:23:23Z,Mais sobre o trabalho em Brumadinho - MG. Que Deus conforte todos! https://t.co/tQpY1kQZkB,3004,24133,,,"Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷",Twitter for iPhone,pt,1093636368163586048
jairbolsonaro,2019-02-07T20:46:21Z,"RT @tarcisiogdf: Reunião com diretores do Conselho Empresarial Brasil-Estados Unidos. Há um novo olhar sobre a carteira de projetos do @governodobrasil para portos, aeroportos, ferrovias e rodovias. Investidores americanos demonstrando interesse nos ativos apresentados. https://t.co/lc7PlhhoMX",940,0,,tarcisiogdf,"Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷",Twitter for iPhone,pt,1093611950083358723
jairbolsonaro,2019-02-07T20:45:18Z,"RT @ernestofaraujo: Dias de encontros muito úteis em Washington com o governo dos EUA, formadores de opinião, empresários, congressistas, OEA, líderes da nova Venezuela e diplomatas de outros países. Enorme interesse pela política externa do gov Bolsonaro. O Brasil volta a falar com sua própria voz.",3617,0,,ernestofaraujo,"Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷",Twitter for iPhone,pt,1093611686215462912
jairbolsonaro,2019-02-07T20:41:10Z,"RT @MInfraestrutura: O @DNIToficial enviou à BR-364, em Rondônia, equipes para restabelecer o tráfego e realizar a devida sinalização no segmento da cabeceira da ponte sobre o Igarapé Andirá. Por conta das chuvas na madrugada, houve um desmoronamento no local. Saiba mais 👉 https://t.co/6SHUJl6XgR https://t.co/PGioGFB65a",578,0,,MInfraestrutura,"Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷",Twitter for iPhone,pt,1093610645810003968
jairbolsonaro,2019-02-07T20:40:46Z,"RT @Min_Agricultura: Portaria assinada hoje pela ministra prorroga por 2 anos as DAPs. Essa é a primeira medida das metas dos cem dias de governo. Vai facilitar a vida de 2,5 milhões de pequenos produtores. https://t.co/GzjkMfptNr",887,0,,Min_Agricultura,"Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷",Twitter for iPhone,pt,1093610543276085249
jairbolsonaro,2019-02-07T19:27:36Z,"Nosso estado de saúde comentado pelo porta-voz da Presidência da República, General Rêgo Barros. Cuidado com o sensacionalismo. Estamos muito tranquilos, bem e seguimos firmes 👍🏻. https://t.co/Xm4D9oZtB5",4219,31356,,,"Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷",Twitter for iPhone,pt,1093592129358704640
jairbolsonaro,2019-02-07T18:04:03Z,"Além disso, incentivos devem ser direcionados de forma justa, enxuta, transparente e responsável, mas jamais em detrimento das principais demandas de nossa sociedade.",2952,28681,jairbolsonaro,,"Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷",Twitter for iPhone,pt,1093571105892245504
jairbolsonaro,2019-02-07T18:03:29Z,"Reconheço o valor da cultura e a necessidade de incentivá-la, mas isso não deve estar a cargo de uma petrolífera estatal. A soma dos patrocínios dos últimos anos passa de R$ 3 BILHÕES. Determinei a reavaliação dos contratos. O Estado tem maiores prioridades.",5879,44394,,,"Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷",Twitter for iPhone,pt,1093570960404434945
jairbolsonaro,2019-02-07T11:05:36Z,Começamos mais uma quinta-feira combatendo o bom combate. Temos uma missão e vamos cumpri-la. Precisamos estar unidos para transformar o Brasil em um local mais seguro para os cidadãos de bem! Não perderemos esta oportunidade única! Contem conosco! Nenhum assassino irá nos parar!,8077,68357,,,"Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷",Twitter for iPhone,pt,1093465798629380096
jairbolsonaro,2019-02-06T20:47:55Z,"RT @StateDept: Today, @SecPompeo welcomed #Brazil’s Foreign Minister @ernestofaraujo to the State Department. @Itamaraty_EN @EmbaixadaEUA @BrazilinUSA https://t.co/zYiwfFRly7",2959,0,,StateDept,"Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷",Twitter for iPhone,en,1093249954724937729
jairbolsonaro,2019-02-06T19:45:12Z,"RT @tvbrasilgov: Programa de Concessão de Serviços de Apoio à Visitação nas Unidades de Conservação Federais tem como objetivo possibilitar que todo cidadão possa conhecer e desfrutar de experiências marcantes de lazer e recreação junto à natureza https://t.co/T9EDK7B8h5 

📷Carla Guaitanele/Div. https://t.co/YYub6CjMfJ",415,0,,tvbrasilgov,"Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷",Twitter for iPhone,pt,1093234170028064768
jairbolsonaro,2019-02-06T19:44:26Z,"Fomentar o pequeno comércio é um dos meios de se valorizar e expandir culturas regionais, com geração de empregos e crescimento econômico local! https://t.co/05RtkKhZmq",3863,30526,,,"Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷",Twitter for iPhone,pt,1093233977022971904
jairbolsonaro,2019-02-06T19:38:01Z,https://t.co/B46XAU8NdR,8373,52530,,,"Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷",Twitter for iPhone,,1093232365688836096
jairbolsonaro,2019-02-06T19:35:07Z,RT @tarcisiogdf: Reunião inicial do Fórum das Superintendências Regionais do DNIT via teleconferência. Economia de custos e maior integração entre o @minfraestrutura e quem está diariamente nas estradas de norte a sul do Brasil 🇧🇷 https://t.co/U5dDl31o8I,823,0,,tarcisiogdf,"Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷",Twitter for iPhone,pt,1093231633862397952
jairbolsonaro,2019-02-06T14:54:54Z,"Cada dia melhor! Hoje já caminhei, fiz atividades respiratórias, exames positivos e funções fisiológicas em plena evolução. Continuamos daqui do hospital despachando como mostrado na foto ontem e utilizando as redes sociais como divulgação de informações de nosso time. 🛫👍🏻",7382,76376,,,"Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷",Twitter for iPhone,pt,1093161115230629889
jairbolsonaro,2019-02-06T13:59:32Z,"O turismo responsável traz consigo a conscientização de preservação do meio ambiente. A harmonia entre estes traz economia, empregabilidade, consciência e preservação! https://t.co/qfGIFOYjfc",2326,17865,,,"Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷",Twitter for iPhone,pt,1093147180473466882
jairbolsonaro,2019-02-06T13:50:16Z,"RT @BolsonaroSP: O que fariam determinados políticos se recebessem ameaças reais como esta? Desagradar esse tipo de gente nos faz ter certeza que estamos no caminho certo, ainda mais podendo contar com vocês nesta guerra, seja ela armada ou cultural. https://t.co/hh7F2L9WV5",6518,0,,BolsonaroSP,"Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷",Twitter for iPhone,pt,1093144850692755458
jairbolsonaro,2019-02-06T09:32:10Z,A doutrinação ideológica nas instituições de ensino forma militantes políticos e não cidadãos com bom senso e preparados para o mercado de trabalho. É preciso quebrar essa espinha para o futuro saudável do Brasil. Tire suas conclusões: https://t.co/LYY3DUSzoH,6516,39833,,,"Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷",Twitter for iPhone,pt,1093079897151586304
jairbolsonaro,2019-02-05T22:47:07Z,Seguimos despachando do hospital (05/02/2019). O Brasil precisa de nosso total empenho para que possamos continuar alavancando nosso país! 🇧🇷 https://t.co/2HPqWQA1UJ,3352,32228,,,"Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷",Twitter for iPhone,pt,1092917566341857281
jairbolsonaro,2019-02-05T20:27:48Z,"Boletim Médico de 05/02/2019, explanado pelo porta-voz da Presidência da República, General Rêgo Barros. https://t.co/9QTEiZtNPP",2728,19984,,,"Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷",Twitter for iPhone,pt,1092882503474573312
jairbolsonaro,2019-02-05T20:24:18Z,🤝 https://t.co/1X02vP81FY,2144,16170,,,"Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷",Twitter for iPhone,,1092881623043981313
jairbolsonaro,2019-02-05T16:00:00Z,RT @planalto: O Conselho Monetário Nacional aprovou medidas que vão assegurar cerca de R$ 6 bilhões para pequenos e médios produtores na safra atual. Saiba mais: https://t.co/0gRsqlyvkw https://t.co/QlB87t1bSY,844,0,,planalto,"Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷",Twitter for iPhone,pt,1092815109146230784
jairbolsonaro,2019-02-05T15:59:22Z,"RT @MinEconomia: #balançacomercial | O saldo comercial do mês de janeiro apresentou superávit de US$ 2,192 bilhões. https://t.co/4lbBXmo9bF",802,0,,MinEconomia,"Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷",Twitter for iPhone,pt,1092814952593850375
jairbolsonaro,2019-02-05T15:56:57Z,RT @mdregional_br: O #GovernoFederal está investindo R$ 3 milhões para fortalecer a #agriculturafamiliar e estimular o desenvolvimento regional no #Tapajós (#Pará). Pequenos produtores de frutas e hortaliças agora terão câmaras de congelamento em uma fábrica. Leia mais: https://t.co/tLjkQjJ3Cb https://t.co/6cNFwlf9iH,787,0,,mdregional_br,"Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷",Twitter for iPhone,pt,1092814341269790720
jairbolsonaro,2019-02-05T15:55:43Z,"RT @mdregional_br: Ministro do Desenvolvimento Regional, Gustavo Canuto, discute alternativas de segurança de barragens utilizadas no EUA e na Espanha com representantes do @iicabrasil #MDR #barragens #GovernoFederal https://t.co/578ZSFlB2m",560,0,,mdregional_br,"Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷",Twitter for iPhone,pt,1092814032850092033
jairbolsonaro,2019-02-05T15:47:19Z,"RT @RoseDBarros: Como é e o que muda? Veja principais pontos do pacote anticrime de Moro

Texto da proposta altera 14 leis do Código Penal, Código de Processo Penal, Lei de Execução Penal, Lei de Crimes Hediondos e Código Eleitoral https://t.co/igLg1Hvxcp",992,0,,RoseDBarros,"Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷",Twitter for iPhone,pt,1092811919801679872
jairbolsonaro,2019-02-05T15:37:27Z,"RT @ernestofaraujo: O ""Socialismo do Século XXI"", representado por Maduro na Venezuela, está ruindo. Assim como em todos os países do século XX que adotaram esse modelo, o resultado é sempre o mesmo: miséria generalizada, mentira e opressão.",6490,0,,ernestofaraujo,"Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷",Twitter for iPhone,pt,1092809433716060160
jairbolsonaro,2019-02-05T12:44:32Z,Há um gigantesco diferencial entre informar com imparcialidade e fazer militância maldosa. Meu estado de saúde neste momento encontra-se em plena evolução e estou feliz em compartilhar este sentimento com todos! Um dia de cada vez! Uma excelente terça-feira a todos! 🇧🇷👍🏻,8560,75407,,,"Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷",Twitter for iPhone,pt,1092765919590469632
jairbolsonaro,2019-02-05T00:23:55Z,Boa noite a todos! Vamos lá! 👍🏻👉🏻👉🏻,3617,57974,,,"Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷",Twitter for iPhone,pt,1092579537450340352
